Label,URI,Parent URI,Sort Priority,Description,Local Notation
E06000015,http://statistics.data.gov.uk/id/statistical-geography/E06000015,,0,,E06000015
E07000032,http://statistics.data.gov.uk/id/statistical-geography/E07000032,,1,,E07000032
E07000033,http://statistics.data.gov.uk/id/statistical-geography/E07000033,,2,,E07000033
E07000034,http://statistics.data.gov.uk/id/statistical-geography/E07000034,,3,,E07000034
E07000035,http://statistics.data.gov.uk/id/statistical-geography/E07000035,,4,,E07000035
E07000036,http://statistics.data.gov.uk/id/statistical-geography/E07000036,,5,,E07000036
E07000037,http://statistics.data.gov.uk/id/statistical-geography/E07000037,,6,,E07000037
E07000038,http://statistics.data.gov.uk/id/statistical-geography/E07000038,,7,,E07000038
E07000039,http://statistics.data.gov.uk/id/statistical-geography/E07000039,,8,,E07000039
E06000016,http://statistics.data.gov.uk/id/statistical-geography/E06000016,,9,,E06000016
E07000129,http://statistics.data.gov.uk/id/statistical-geography/E07000129,,10,,E07000129
E07000130,http://statistics.data.gov.uk/id/statistical-geography/E07000130,,11,,E07000130
E07000131,http://statistics.data.gov.uk/id/statistical-geography/E07000131,,12,,E07000131
E07000132,http://statistics.data.gov.uk/id/statistical-geography/E07000132,,13,,E07000132
E07000133,http://statistics.data.gov.uk/id/statistical-geography/E07000133,,14,,E07000133
E07000134,http://statistics.data.gov.uk/id/statistical-geography/E07000134,,15,,E07000134
E07000135,http://statistics.data.gov.uk/id/statistical-geography/E07000135,,16,,E07000135
E07000136,http://statistics.data.gov.uk/id/statistical-geography/E07000136,,17,,E07000136
E07000137,http://statistics.data.gov.uk/id/statistical-geography/E07000137,,18,,E07000137
E07000138,http://statistics.data.gov.uk/id/statistical-geography/E07000138,,19,,E07000138
E07000139,http://statistics.data.gov.uk/id/statistical-geography/E07000139,,20,,E07000139
E07000140,http://statistics.data.gov.uk/id/statistical-geography/E07000140,,21,,E07000140
E07000141,http://statistics.data.gov.uk/id/statistical-geography/E07000141,,22,,E07000141
E07000142,http://statistics.data.gov.uk/id/statistical-geography/E07000142,,23,,E07000142
E06000061,http://statistics.data.gov.uk/id/statistical-geography/E06000061,,24,,E06000061
E06000062,http://statistics.data.gov.uk/id/statistical-geography/E06000062,,25,,E06000062
E06000018,http://statistics.data.gov.uk/id/statistical-geography/E06000018,,26,,E06000018
E07000170,http://statistics.data.gov.uk/id/statistical-geography/E07000170,,27,,E07000170
E07000171,http://statistics.data.gov.uk/id/statistical-geography/E07000171,,28,,E07000171
E07000172,http://statistics.data.gov.uk/id/statistical-geography/E07000172,,29,,E07000172
E07000173,http://statistics.data.gov.uk/id/statistical-geography/E07000173,,30,,E07000173
E07000174,http://statistics.data.gov.uk/id/statistical-geography/E07000174,,31,,E07000174
E07000175,http://statistics.data.gov.uk/id/statistical-geography/E07000175,,32,,E07000175
E07000176,http://statistics.data.gov.uk/id/statistical-geography/E07000176,,33,,E07000176
E06000017,http://statistics.data.gov.uk/id/statistical-geography/E06000017,,34,,E06000017
E06000055,http://statistics.data.gov.uk/id/statistical-geography/E06000055,,35,,E06000055
E06000056,http://statistics.data.gov.uk/id/statistical-geography/E06000056,,36,,E06000056
E07000008,http://statistics.data.gov.uk/id/statistical-geography/E07000008,,37,,E07000008
E07000009,http://statistics.data.gov.uk/id/statistical-geography/E07000009,,38,,E07000009
E07000010,http://statistics.data.gov.uk/id/statistical-geography/E07000010,,39,,E07000010
E07000011,http://statistics.data.gov.uk/id/statistical-geography/E07000011,,40,,E07000011
E07000012,http://statistics.data.gov.uk/id/statistical-geography/E07000012,,41,,E07000012
E07000066,http://statistics.data.gov.uk/id/statistical-geography/E07000066,,42,,E07000066
E07000067,http://statistics.data.gov.uk/id/statistical-geography/E07000067,,43,,E07000067
E07000068,http://statistics.data.gov.uk/id/statistical-geography/E07000068,,44,,E07000068
E07000069,http://statistics.data.gov.uk/id/statistical-geography/E07000069,,45,,E07000069
E07000070,http://statistics.data.gov.uk/id/statistical-geography/E07000070,,46,,E07000070
