period-start,east scotland,north scotland,west scotland,northern ireland,east midlands,east of england,london,north east england,north west england,south east england,south west england,wales,west midlands,yorkshire and humber
01/01/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/1960,0,0.00003,0,0,0,0,0,0,0,0,0,0,0,0
01/06/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/07/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/08/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/1960,0,0.00021,0,0,0,0,0,0,0,0,0,0,0,0
01/10/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/11/1960,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0
01/12/1960,0,0.00003,0,0,0,0,0,0,0,0,0,0,0,0
01/01/1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/06/1961,0,0.00021,0,0,0,0,0,0,0,0,0,0,0,0
01/07/1961,0,0,0,0,0,0,0,0,0,0.00078,0,0,0,0
01/08/1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/10/1961,0,0.00003,0,0,0,0,0,0,0,0,0,0,0,0
01/11/1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/12/1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/06/1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/07/1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/08/1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/10/1962,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0
01/11/1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/12/1962,0,0.00003,0,0,0,0,0,0,0,0,0,0,0,0
01/01/1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
